Data operacji,Opis,Kwota transakcji,Saldo po operacji
2015-12-25,PRZELEW UZNANIOWY (NADANO 25-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 17899651365255042855774128,32,-5423.00
2015-12-26,PRZELEW UZNANIOWY (NADANO 26-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 23443802999365338920635066,32,-5455.00
2015-12-26,PRZELEW UZNANIOWY (NADANO 26-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 51811981846136092315691250,64,-5519.00
2015-12-28,PRZELEW UZNANIOWY (NADANO 28-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 75941382584253619600980534,64,-5583.00
2015-12-30,PRZELEW UZNANIOWY (NADANO 30-12-2015) DAROWIZNA  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 53425850952111828232111196,751,-6334.00
2015-12-31,PRZELEW UZNANIOWY (NADANO 31-12-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 12-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 35360183439905088132995770,128,-6462.00
2016-01-01,PRZELEW UZNANIOWY (NADANO 01-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 29674271118890170434752331,32,-6494.00
2016-01-02,PRZELEW UZNANIOWY (NADANO 02-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 39471817344336404091411046,32,-6526.00
2016-01-02,PRZELEW OBCI¥¯ENIOWY (NADANO 02-01-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 69119814079990953318494866,-331,-6195.00
2016-01-03,PRZELEW UZNANIOWY (NADANO 03-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 43214222011334215144665427,32,-6227.00
2016-01-04,PRZELEW UZNANIOWY (NADANO 04-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 14330355842344297555285804,64,-6291.00
2016-01-04,PRZELEW UZNANIOWY (NADANO 04-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 17192281072963141575624828,16,-6307.00
2016-01-04,PRZELEW UZNANIOWY (NADANO 04-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 69141896290514466085121176,64,-6371.00
2016-01-04,PRZELEW UZNANIOWY (NADANO 04-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 36730993359910852933950649,128,-6499.00
2016-01-06,PRZELEW UZNANIOWY (NADANO 06-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 33092458471344636692380009,128,-6627.00
2016-01-06,PRZELEW UZNANIOWY (NADANO 06-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 58715211305568443928045739,128,-6755.00
2016-01-07,PRZELEW UZNANIOWY (NADANO 07-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 92464308568484987648295085,64,-6819.00
2016-01-09,PRZELEW UZNANIOWY (NADANO 09-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 47775426660979722007742553,16,-6835.00
2016-01-11,PRZELEW UZNANIOWY (NADANO 11-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 21653291501022189080505341,128,-6963.00
2016-01-11,PRZELEW UZNANIOWY (NADANO 11-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 36635777833927002797401942,64,-7027.00
2016-01-11,PRZELEW UZNANIOWY (NADANO 11-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 74763065662077538307742054,16,-7043.00
2016-01-12,PRZELEW UZNANIOWY (NADANO 12-01-2016) DAROWIZNA  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 35268611397218295918873540,407,-7450.00
2016-01-13,PRZELEW UZNANIOWY (NADANO 13-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 68982113575386365430998399,64,-7514.00
2016-01-15,PRZELEW UZNANIOWY (NADANO 15-01-2016) DAROWIZNA  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 21133317708688019566500352,820,-8334.00
2016-01-16,PRZELEW UZNANIOWY (NADANO 16-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 18964435006451354384439207,64,-8398.00
2016-01-18,PRZELEW UZNANIOWY (NADANO 18-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 11150177128554090722604370,64,-8462.00
2016-01-20,PRZELEW UZNANIOWY (NADANO 20-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 70340413976423005251816237,64,-8526.00
2016-01-20,PRZELEW UZNANIOWY (NADANO 20-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 98340943844919262800835142,64,-8590.00
2016-01-20,PRZELEW UZNANIOWY (NADANO 20-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 65391333116217203047179896,64,-8654.00
2016-01-22,PRZELEW UZNANIOWY (NADANO 22-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 86298428465841924776482515,32,-8686.00
2016-01-22,PRZELEW UZNANIOWY (NADANO 22-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 46302673361903432289286064,128,-8814.00
2016-01-24,PRZELEW UZNANIOWY (NADANO 24-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 96278200892545912017573049,32,-8846.00
2016-01-25,PRZELEW UZNANIOWY (NADANO 25-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 32174444784436713168474782,16,-8862.00
2016-01-27,PRZELEW UZNANIOWY (NADANO 27-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 67093615614166908161000666,128,-8990.00
2016-01-29,PRZELEW UZNANIOWY (NADANO 29-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 44765434536756838027117691,32,-9022.00
2016-01-29,PRZELEW UZNANIOWY (NADANO 29-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 56037204874375660039158806,32,-9054.00
2016-01-29,PRZELEW UZNANIOWY (NADANO 29-01-2016) DAROWIZNA  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 73476126321758346733258198,1013,-10067.00
2016-01-29,PRZELEW UZNANIOWY (NADANO 29-01-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 01-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 16329402099419056588594226,16,-10083.00
2016-01-30,PRZELEW UZNANIOWY (NADANO 30-01-2016) DAROWIZNA  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 06003214131665438109660869,763,-10846.00
2016-02-01,PRZELEW UZNANIOWY (NADANO 01-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 72776585952158360669759128,128,-10974.00
2016-02-02,PRZELEW UZNANIOWY (NADANO 02-02-2016) DAROWIZNA  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 02711414528666375208299230,816,-11790.00
2016-02-04,PRZELEW UZNANIOWY (NADANO 04-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 44895328284052393286768509,128,-11918.00
2016-02-05,PRZELEW UZNANIOWY (NADANO 05-02-2016) DAROWIZNA  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 88593788159821910292142694,920,-12838.00
2016-02-07,PRZELEW UZNANIOWY (NADANO 07-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 38343078921157212234976207,32,-12870.00
2016-02-09,PRZELEW UZNANIOWY (NADANO 09-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 08462781690579766526593089,128,-12998.00
2016-02-11,PRZELEW OBCI¥¯ENIOWY (NADANO 11-02-2016) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 45306894102512178324602644,-945,-12053.00
2016-02-11,PRZELEW UZNANIOWY (NADANO 11-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 95484637402595730780294635,16,-12069.00
2016-02-12,PRZELEW UZNANIOWY (NADANO 12-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 54719390569544827630163541,16,-12085.00
2016-02-14,PRZELEW UZNANIOWY (NADANO 14-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 76359420184362932582891715,128,-12213.00
2016-02-16,PRZELEW UZNANIOWY (NADANO 16-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 59258210049045887508373652,128,-12341.00
2016-02-16,PRZELEW UZNANIOWY (NADANO 16-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 21073469486487089880501352,64,-12405.00
2016-02-16,PRZELEW OBCI¥¯ENIOWY (NADANO 16-02-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 32413780707782752391115675,-659,-11746.00
2016-02-16,PRZELEW UZNANIOWY (NADANO 16-02-2016) DAROWIZNA  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 02213883082849897068686350,638,-12384.00
2016-02-17,PRZELEW UZNANIOWY (NADANO 17-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 65530872220122256200525593,64,-12448.00
2016-02-18,PRZELEW UZNANIOWY (NADANO 18-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 60507662379781566460864269,128,-12576.00
2016-02-20,PRZELEW UZNANIOWY (NADANO 20-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 98145026625862246871056751,128,-12704.00
2016-02-20,PRZELEW UZNANIOWY (NADANO 20-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 81631486144669104499243533,32,-12736.00
2016-02-22,PRZELEW UZNANIOWY (NADANO 22-02-2016) DAROWIZNA  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 09513832851129959073195330,577,-13313.00
2016-02-22,PRZELEW UZNANIOWY (NADANO 22-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 80460277321946542114628521,16,-13329.00
2016-02-24,PRZELEW UZNANIOWY (NADANO 24-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 98287574376080247301141733,16,-13345.00
2016-02-25,PRZELEW UZNANIOWY (NADANO 25-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 38214828035635096032623120,128,-13473.00
2016-02-25,PRZELEW UZNANIOWY (NADANO 25-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 09110312215482897408023556,16,-13489.00
2016-02-27,PRZELEW UZNANIOWY (NADANO 27-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 71090235311974590940422927,16,-13505.00
2016-02-27,PRZELEW UZNANIOWY (NADANO 27-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 06576030902873590259034659,128,-13633.00
2016-02-29,PRZELEW UZNANIOWY (NADANO 29-02-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 02-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 96258017520901268206667085,16,-13649.00
2016-03-02,PRZELEW UZNANIOWY (NADANO 02-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 14073298783091776123010672,32,-13681.00
2016-03-02,PRZELEW UZNANIOWY (NADANO 02-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 15088236024725117033729173,32,-13713.00
2016-03-03,PRZELEW UZNANIOWY (NADANO 03-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 29605300199812576104702723,16,-13729.00
2016-03-04,PRZELEW UZNANIOWY (NADANO 04-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 48888827996804225104564162,16,-13745.00
2016-03-05,PRZELEW UZNANIOWY (NADANO 05-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 67985445791680242894782181,64,-13809.00
2016-03-05,PRZELEW UZNANIOWY (NADANO 05-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 03542273574588680539357680,64,-13873.00
2016-03-05,PRZELEW UZNANIOWY (NADANO 05-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 89568583315453521870467638,16,-13889.00
2016-03-07,PRZELEW OBCI¥¯ENIOWY (NADANO 07-03-2016) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 78653420764044546551242565,-757,-13132.00
2016-03-07,PRZELEW UZNANIOWY (NADANO 07-03-2016) DAROWIZNA  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 17007869386236359712818267,429,-13561.00
2016-03-07,PRZELEW UZNANIOWY (NADANO 07-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 21494300853322901163313499,16,-13577.00
2016-03-08,PRZELEW OBCI¥¯ENIOWY (NADANO 08-03-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 28117568079342613829074200,-764,-12813.00
2016-03-08,PRZELEW UZNANIOWY (NADANO 08-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 12000608946492451927738623,128,-12941.00
2016-03-08,PRZELEW OBCI¥¯ENIOWY (NADANO 08-03-2016) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 05789128200881847104889271,-639,-12302.00
2016-03-09,PRZELEW UZNANIOWY (NADANO 09-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 18779580132355029322121935,128,-12430.00
2016-03-09,PRZELEW UZNANIOWY (NADANO 09-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 75109929930488355440863534,128,-12558.00
2016-03-09,PRZELEW UZNANIOWY (NADANO 09-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 53125885653448566939378864,16,-12574.00
2016-03-09,PRZELEW UZNANIOWY (NADANO 09-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 27225814279463943270928166,16,-12590.00
2016-03-11,PRZELEW UZNANIOWY (NADANO 11-03-2016) DAROWIZNA  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 40567381551621618905800097,766,-13356.00
2016-03-12,PRZELEW UZNANIOWY (NADANO 12-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 14389869606972270134025304,32,-13388.00
2016-03-13,PRZELEW UZNANIOWY (NADANO 13-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 61635872805101414218696147,64,-13452.00
2016-03-15,PRZELEW UZNANIOWY (NADANO 15-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 36146136037573397376122097,32,-13484.00
2016-03-16,PRZELEW UZNANIOWY (NADANO 16-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 80673901831986205013783064,32,-13516.00
2016-03-16,PRZELEW UZNANIOWY (NADANO 16-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  OKTAWIAN RYBSKI  WOJSKA CZESKIEGO 43 BRNO 64327564901907329492014874,32,-13548.00
2016-03-18,PRZELEW UZNANIOWY (NADANO 18-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 49366377559060806314717470,64,-13612.00
2016-03-19,PRZELEW OBCI¥¯ENIOWY (NADANO 19-03-2016) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 58852407170981292056712035,-454,-13158.00
2016-03-21,PRZELEW UZNANIOWY (NADANO 21-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 91548675901003039035592332,32,-13190.00
2016-03-22,PRZELEW OBCI¥¯ENIOWY (NADANO 22-03-2016) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 28134291611307054954901504,-335,-12855.00
2016-03-24,PRZELEW UZNANIOWY (NADANO 24-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 62698649497434350169207086,16,-12871.00
2016-03-25,PRZELEW UZNANIOWY (NADANO 25-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 38432579545631948530492220,32,-12903.00
2016-03-27,PRZELEW UZNANIOWY (NADANO 27-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 02762478467313223146290445,128,-13031.00
2016-03-27,PRZELEW UZNANIOWY (NADANO 27-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 04803810022156589179329244,32,-13063.00
2016-03-28,PRZELEW UZNANIOWY (NADANO 28-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 55408198217143117562597070,64,-13127.00
2016-03-30,PRZELEW UZNANIOWY (NADANO 30-03-2016) DAROWIZNA  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 42900804988024609828842917,395,-13522.00
2016-03-31,PRZELEW UZNANIOWY (NADANO 31-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 44913863828782241249260777,128,-13650.00
2016-03-31,PRZELEW UZNANIOWY (NADANO 31-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 01565815571525640171304012,16,-13666.00
2016-03-31,PRZELEW UZNANIOWY (NADANO 31-03-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 03-2016  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 00522866619730985176926687,128,-13794.00
2016-04-02,PRZELEW UZNANIOWY (NADANO 02-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 40408742265052639550455903,128,-13922.00
2016-04-04,PRZELEW UZNANIOWY (NADANO 04-04-2016) DAROWIZNA  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 66793448430824065497104433,643,-14565.00
2016-04-06,PRZELEW UZNANIOWY (NADANO 06-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 63900773996105790863198522,32,-14597.00
2016-04-06,PRZELEW UZNANIOWY (NADANO 06-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 21053654144052270952492719,32,-14629.00
2016-04-06,PRZELEW UZNANIOWY (NADANO 06-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 86730070668889936657087076,128,-14757.00
2016-04-08,PRZELEW UZNANIOWY (NADANO 08-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 62892327778937092301759567,32,-14789.00
2016-04-08,PRZELEW UZNANIOWY (NADANO 08-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 62805193526893020455285203,64,-14853.00
2016-04-08,PRZELEW UZNANIOWY (NADANO 08-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 37856289411667840944448328,64,-14917.00
2016-04-08,PRZELEW UZNANIOWY (NADANO 08-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 75353764445575113866755475,16,-14933.00
2016-04-09,PRZELEW UZNANIOWY (NADANO 09-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 22002397512714296065894751,128,-15061.00
2016-04-10,PRZELEW UZNANIOWY (NADANO 10-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 52553525834821870768718265,128,-15189.00
2016-04-10,PRZELEW UZNANIOWY (NADANO 10-04-2016) DAROWIZNA  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 60600003997579956873708213,741,-15930.00
2016-04-11,PRZELEW UZNANIOWY (NADANO 11-04-2016) DAROWIZNA  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 63466147989965826803842723,970,-16900.00
2016-04-13,PRZELEW UZNANIOWY (NADANO 13-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 17167993995733703938351704,128,-17028.00
2016-04-14,PRZELEW OBCI¥¯ENIOWY (NADANO 14-04-2016) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 35956378521899228663179076,-288,-16740.00
2016-04-14,PRZELEW UZNANIOWY (NADANO 14-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 84710719571068388849748432,64,-16804.00
2016-04-14,PRZELEW UZNANIOWY (NADANO 14-04-2016) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2016  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 70593074978509046316311707,32,-16836.00
